descricao_imovel,aluguel,condominio,total_mensal,iptu,metragem,endereco,bairro,cidade,zona,quartos,banheiros,garagem
"Apartamento, 2º andar, 39m2, área de serviço, banheiro social, cozinha, living, piso frio, ESTACIONAMENTO ROTATIVO, playground, portaria 24h, salão de festas, zelador. Proximo FAPA...",550,223,773,0,38,Não Informado, Protásio Alves ,Porto Alegre,Zona Leste,2,1,1
"Apartamento para alugar com aproximadamente 37 m² de área privativa no bairro Rubem Berta - Porto Alegre. Apartamento com 02 quartos, sala, cozinha, banheiro social com box, living...",800,235,1035,10,37,Rua José Barcellos Garcia, Rubem Berta ,Porto Alegre,Zona Norte,2,1,0
"ALUGUE SEM FIADOR - Apartamento com 92m² de área privativa, dois dormitórios, um deles com armário embutido, banheiro social com balcão de alvenaria, sala de estar ampla, cozinha,...",1300,183,1483,66,94,Não Informado, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento para alugar em Porto Alegre, bairro São João. Living, 02 dormitórios, cozinha com balcão e pia, área de serviço, banheiro social com box de vidro. Situado no 1º andar,...",1190,185,1375,42,65,Avenida Benjamin Constant, São João ,Porto Alegre,Zona Norte,2,1,0
"APARTAMENTO DE 2 DORMITÓRIOS - Imóvel com 50m2, living, cozinha conjugada com area de serviço, banheiro, piso parquet, sol da tarde (oeste), segundo andar (pavimento 3) sem elevado...",700,140,840,0,50,Rua Orfanotrófio, Teresópolis ,Porto Alegre,Zona Sul,2,1,0
"Apartamento com 69m2, 2 dormitórios (1 com sacada), sala ampla (2 ambientes), banheiro, cozinha, área de serviço fechada, e despensa, 2º andar, frente, ensolarado e arejado, piso p...",950,210,1160,42,82,Rua Félix da Cunha, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento de 2 dormitórios sendo 1 suíte, 1 vaga de garagem, living, área de serviço, cozinha e 2 banheiros Para alugar no bairro Jardim Lindóia em Porto Alegre. Com aproximadame...",3022,380,3402,110,61,Rua Jerônymo Zelmanovitz, São Sebastião ,Porto Alegre,Zona Norte,2,2,1
IMOBILIÁRIA PRIORI VENDE EXCELENTE APTO NO BAIRRO NAVEGANTES! OPORTUNIDADE: ótimo apartamento residencial com incríveis 68 m² de área privativa em andar alto com sacada aberta e vi...,1000,270,1270,30,68,Não Informado, Navegantes ,Porto Alegre,Zona Norte,2,1,0
"Apartamento para Aluguel - Humaitá, 2 Quartos, 53 m2. Sobre o imóvel: Tem vista para o parque, arena do grêmio, aeroporto e sol da manhã.  Valores: - Aluguel: R$ 1652 - Condomínio:...",1652,275,1927,87,53,Rua B, Humaitá ,Porto Alegre,Zona Norte,2,1,1
"MAFFER IMÓVEIS aluga amplo apartamento de 3 dormitórios, no coração do bairro Bom Fim. Imóvel é constituído de hall, cozinha, área de serviço, banheiro auxiliar, espaço home office...",2200,400,2600,0,220,Rua General João Telles, Bom Fim ,Porto Alegre,Centro,3,1,0
"Urban Haus Aluga - Apartamento totalmente mobiliado, com 2 dormitórios, 61m², banheiro social e 1 vaga de garagem coberta. Living para 2 ambientes, cozinha montada, área de serviço...",1500,400,1900,46,61,Não Informado, Nonoai ,Porto Alegre,Zona Sul,2,1,1
"Apartamento térreo, 2 dormitórios, cômodos amplos e bem iluminados, próximo de transporte público, lotação, praças, mercados e todo o necessário no dia a dia.",900,150,1050,37,55,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,0
"apartamento em rua arborizada com 58,81m² de área util e 90,95 de área real, sendo uma sala par 2 ambientes, em piso laminado , 2 quartos também piso laminados, cozinha ampla em pi...",1500,240,1740,78,58,Rua Banco da Província, Santa Tereza ,Porto Alegre,Zona Sul,2,1,2
"ALUGUE SEM FIADOR - Apartamento semi mobiliado, de fundos, 65,62 m² privativos, 2 dormitórios, sendo 1 Suíte, Sala de Estar/Jantar, cozinha americana c/ churrasqueira integrada, il...",3300,400,3700,75,66,Não Informado, Bela Vista ,Porto Alegre,Centro,2,2,2
"Apto na PRAÇA DOM FELICIANO 56 92, Bairro CENTRO, 3 dormitórios, Não Mobiliado, Área de Serviço, Banheiro Auxiliar, Banheiro Social, Cozinha, Dependência de Empregada, Gás Central,...",1950,1100,3050,181,150,Praça Dom Feliciano, Centro ,Porto Alegre,Centro,3,2,0
"ALUGUE SEM FIADOR - Apartamento de 65 m² de área privativa, dois dormitórios amplos e arejados, sala de estar bem iluminada, cozinha com armários embutidos, área de serviço, banhei...",1100,150,1250,446,65,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para alugar, dois dormitórios, com cozinha recentemente reformada. Bem iluminado e ventilado. Apartamento de frente para rua arborizada e tranquila. 1 vaga rotativa Pró...",1200,289,1489,42,48,Rua Diomário Moojen, Cristal ,Porto Alegre,Zona Sul,2,1,0
"Apartamento de 02 dormitórios, living, cozinha, banheiro e área de serviço para alugar no Bairro Vila Nova em Porto Alegre, possui aproximadamente 43m² de área privativa, localizad...",800,212,1012,24,43,Beco Império, Vila Nova ,Porto Alegre,Zona Sul,2,1,0
"POA Imob aluga apartamento de 02 dormitórios, sendo 01 suíte no bairro Petrópolis. Excelente imóvel conta com móveis sob medida na cozinha. Possui geladeira, microondas e ar condic...",3300,0,3300,0,60,Rua Curvelo, Petrópolis ,Porto Alegre,Centro,2,1,1
"***DESCONTO NOS 3 PRIMEIROS MESES, SENDO R$300 NO PRIMEIRO, R$200 NO SEGUNDO E R$100 NO TERCEIRO.***Leindecker Imóveis aluga apartamento com 65m², localizado no bairro Cristal, fun...",1500,493,1993,0,63,Rua Doutor Campos Velho, Cristal ,Porto Alegre,Zona Sul,2,1,1
"Apartamento com 3 dormitórios, amplo com vista panorâmica, ótima localização, living com vista de 90 graus, Piso porcelanato. Prédio com 11 mil m² de área construída duas frentes....",3890,850,4740,370,120,Não Informado, Auxiliadora ,Porto Alegre,Zona Norte,3,1,2
"Apartamento de 03 dormitórios, living, excelente vista, cozinha, banheiros, área de serviço e box de garagem para alugar no bairro Centro Histórico em Porto Alegre.  imóvel com apr...",3200,942,4142,309,156,Avenida Mauá, Centro Histórico ,Porto Alegre,Centro,3,3,1
"Apartamento com 02 dormitórios, sala, banheiro social e auxiliar, cozinha, área de serviço, dependência, piso parquet - 5º Andar/Frente - Edifício c/elevador",1350,480,1830,138,65,Não Informado, Centro ,Porto Alegre,Centro,2,2,0
"Imóvel com 91m² de área útil. Composto por living 2 ambientes com split, mesa, cadeiras, sofá, poltrona (muito confortável) e armários. Cozinha com pia em granito, armários, eletro...",2500,800,3300,1000,91,Rua Oswaldo Pereira de Freitas, Partenon ,Porto Alegre,Zona Sul,3,2,1
"Apartamento localizado no bairro Vila Ipiranga, com 80m². Imóvel com 03 dormitórios sendo 01 suíte, sala, sacada, lavabo, cozinha, 02 banheiro e pisos em vinilico. Imóvel com posiç...",2500,0,2500,0,80,Avenida Benno Mentz, Jardim Itú Sabará ,Porto Alegre,Zona Norte,3,2,1
"Apartamento para alugar no bairro Rio Branco em Porto Alegre. Living, 03 dormitórios, banheiro social, banheiro auxiliar, cozinha, área de serviço com tanque, dependência de empreg...",1500,560,2060,151,80,Rua Professor Duplan, Rio Branco ,Porto Alegre,Centro,3,1,0
"SILVEIRA ALUGA E VENDE- Apartamento semi- mobiliado de 83,85m² com três dormitórios. Um dormitório com suíte e closet, armários em todos os quartos e um deles possui cama, ar condi...",3000,858,3858,151,84,Não Informado, Passo dAreia ,Porto Alegre,Zona Norte,3,1,1
"Porto Nobre Aluga: Excelente Apartamento mobiliado com 100 metros quadrados no Bairro Sarandi, com 2 dormitórios sendo um suíte , vaga dupla.. Próximo a Av. Sertório..  Condomínio:...",2800,600,3400,100,100,Não Informado, Sarandi ,Porto Alegre,Zona Norte,2,1,0
"Apartamento de 2 dormitórios, living, sacada, cozinha, area de serviço, 3 banheiros e 2 vagas de garagem para alugar no bairro Boa Vista em Porto Alegre, com aproximadamente 101 m²...",3950,860,4810,321,101,Rua Anita Garibaldi, Boa Vista ,Porto Alegre,Zona Norte,2,3,2
"Apartamento para Aluguel - Ipanema, 2 Quartos, 52 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 869 - Condomínio: R$ 213 - IPTU: R$ 38  Que tal agendar uma visita? Entre em contato...",869,213,1082,38,52,Rua Dona Elvira, Ipanema ,Porto Alegre,Zona Sul,2,1,1
"Dois dormitórios, living, cozinha com pia, área de serviço com tanque, banheiro com box, piso parquet (sinteco novo), vaga para um carro, térreo, frente, posição solar oeste, 53 m²...",1050,204,1254,87,53,Rua Lasar Segall, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Oportunidade: Ótimo Apartamento na Torre B, de frente, com R$ 40.000,00 em melhorias, ensolarado, quarto andar, de frente, vista, 2 dormitórios, TODO em porcelanato (inclusive banh...",1500,450,1950,87,52,Não Informado, Jardim Carvalho ,Porto Alegre,Zona Leste,2,1,1
"Leindecker Imóveis aluga apartamento com 105 m², localizado no bairro Centro Histórico, frente. Imóvel possui 3 dormitórios amplos, 2 banheiros, cozinha, área de serviço fechada co...",1900,760,2660,0,105,Não Informado, Centro ,Porto Alegre,Centro,3,2,1
"Leindecker Imóveis aluga apartamento com 75m², localizado no bairro Petrópolis, fundos. Imóvel com 02 dormitórios, living, cozinha, aquecedor, área de serviço, banheiro social, pis...",1500,712,2212,0,75,Rua Perpétua Teles, Petrópolis ,Porto Alegre,Centro,2,2,1
"Apartamento para alugar no bairro Navegantes em Porto Alegre. Living, 02 dormitórios, banheiro social e auxiliar, cozinha, área de serviço. Situado no 3º andar, frente, piso parque...",1100,0,1100,50,75,Avenida Sertório, Navegantes ,Porto Alegre,Zona Norte,2,1,0
"ALUGUE SEM FIADOR - Amplo apartamento de 85 m² com três dormitórios, sala de estar com vista livre, posição sol da manhã e também recebe sol da tarde, cozinha, área de serviço, ban...",2300,450,2750,164,75,Não Informado, Jardim Carvalho ,Porto Alegre,Zona Leste,3,1,1
"Leindecker Imóveis Aluga Apartamento de 3 quartos no Bairro Bom Fim. São 97m², 3 dormitórios com sacada, cozinha estilo americana toda reformada e móveis novos (armários sob medida...",2000,535,2535,0,97,Avenida Osvaldo Aranha, Bom Fim ,Porto Alegre,Centro,3,2,0
"ALUGUE SEM FIADOR - Apartamento recentemente reformado de 70m² com ótima iluminação natural, dois dormitórios, living integrado com dois ambientes, sacada, banheiro social, lavabo...",2350,1,2351,194,70,Não Informado, Centro Histórico ,Porto Alegre,Centro,2,2,0
"Excelente apartamento, 71m² de área privativa, 02 dormitórios, banheiro social com box de vidro, sala ampla com sacada e linda vista para Porto Alegre, cozinha com balcão e pia, ár...",3090,660,3750,95,92,Rua Doutor Florêncio Ygartua, Moinhos de Vento ,Porto Alegre,Centro,2,1,0
"Apartamento para Aluguel - Centro Histórico, 3 Quartos, 94 m2. Sobre o imóvel: Apartamento bem espaçoso, iluminado e muito bem arejado (recebe o sol da manhã). Sistema elétrico rec...",1500,360,1860,72,94,Rua dos Andradas, Centro Histórico ,Porto Alegre,Centro,3,1,0
"Apartamento Garden de 2 dormitórios no Jardim Botânico.  Lindo apartamento com living 2 ambientes com acesso ao Garden, cozinha americana com área de serviço separada, 2 dormitório...",3600,300,3900,0,100,Rua La Plata, Jardim Botânico ,Porto Alegre,Zona Leste,2,2,2
"Apartamento de 2 dormitórios sala ampla , ótima ventilação com 86m² sala, cozinha, área de serviço com aquecedor de passagem, banheiro social grande com banheira, dependência de em...",1400,260,1660,50,88,Não Informado, Medianeira ,Porto Alegre,Zona Sul,2,2,0
"SILVEIRA ALUGA E VENDE - Apartamento de 62m² privativos, dois dormitórios, sendo um deles suíte, sala de estar, cozinha com churrasqueira e área de serviço. Apartamento novo, com j...",1740,630,2370,65,62,Não Informado, Central Parque ,Porto Alegre,Zona Sul,2,1,1
"Código do imóvel AP0038oben. Apartamento com 03 dormitórios, 01 suíte, 02 banheiros, semimobiliado, cozinha planejada, área de serviço, 01 vaga de garagem descoberta. O Ventura Clu...",1500,530,2030,600,70,Avenida Engenheiro Francisco Rodolfo Simch, Sarandi ,Porto Alegre,Zona Norte,3,2,1
"[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento com excelente localização, fácil acesso ao Hospital Mãe de Deus, Nacional, UniRit...",990,325,1315,41,48,Rua Orfanotrófio, Santa Tereza ,Porto Alegre,Zona Sul,2,1,0
"Cod.imóvel: 2180 - Apartamento no Bairro VILA NOVA com 46,22 m2 área total e 36,42 m2 área privativa com 2 dormitórios, sala de estar, cozinha, banheiro, Ar condicionado, Armário c...",650,0,650,10,46,Não Informado, Vila Nova ,Porto Alegre,Zona Sul,2,1,0
"Apartamento de 02 dormitórios, sacada, cozinha, área de serviço separada, piso em laminado no living e nos quartos, andar alto, 01 vaga de garagem, condomínio com infra completa: p...",1500,460,1960,85,60,Não Informado, São Sebastião ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para alugar no bairro Cristo Redentor em Porto Alegre. Living, 02 dormitórios, banheiro social , cozinha, área de serviço, pátio. Situado no 1º andar, fundos, piso parq...",1200,160,1360,28,75,Avenida Assis Brasil, Cristo Redentor ,Porto Alegre,Zona Norte,2,1,0
"Apartamento novo de 02 dormitórios sendo 01 suíte, living, cozinha, área de serviço, 02 banheiros e 01 vagas de garagem para alugar no bairro Teresópolis em Porto Alegre, com aprox...",2893,600,3493,170,55,Rua Luíza Rocco, Glória ,Porto Alegre,Zona Sul,2,1,1
Apartamento para alugar. no bairro Petrópolis em Porto Alegre. Localizado no 1º andar. fundos. com aproximadamente 65m². living. 02 dormitórios. cozinha. banheiro social e área de...,1100,316,1416,54,65,Rua Barão do Amazonas, Petrópolis ,Porto Alegre,Centro,2,1,0
"Apartamento com dois dormitórios, sala, cozinha, banheiro social, lavabo, cozinha e área de serviço.",950,40,990,37,50,Travessa Orion, Cristo Redentor ,Porto Alegre,Zona Norte,2,2,0
"Lopes LRT vende no Condomínio Siena de Boulevard, ótimo apartamento com 03 dormitórios, suíte, 2 vagas individuais, portaria 24 horas, excelente vista panorâmica numa rua tranquila...",1950,700,2650,200,81,Rua São Mateus, Petrópolis ,Porto Alegre,Centro,3,2,2
"Apartamento novo com 02 dormitórios, sendo 01 suíte. Fechando a locação a colocação do piso, será por conta do proprietário. Condomínio com portaria presencial 12hs, câmeras de seg...",3900,350,4250,75,80,Rua Vicente da Fontoura, Rio Branco ,Porto Alegre,Centro,2,1,2
"Apartamento 2º andar, com 02 dormitórios amplos, sala de estar, cozinha grande, banheiro social, sacada, churrasqueira, área de serviço, garagem fechada.",1000,0,1000,30,65,Rua Domingos de Abreu, Sarandi ,Porto Alegre,Zona Norte,2,1,1
"Apartamento para Aluguel - Boa Vista, 3 Quartos, 116 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 4690 - Condomínio: R$ 700 - IPTU: R$ 172  Que tal agendar uma visita? Entre em con...",4690,700,5390,172,116,Rua Afonso Taunay, Boa Vista ,Porto Alegre,Zona Norte,3,3,2
"Apartamento 2 dormitórios com vaga de garagem escriturada e churrasqueira no Bairro Santana. Excelente Apartamento com ótima posição solar, living para 02 ambientes, cozinha com mó...",1900,527,2427,0,74,Não Informado, Santana ,Porto Alegre,Centro,2,2,1
"Conheça este lindo apartamento diferenciado de 2 dormitórios para locação no Centro Histórico!   Totalmente reformado, frontal com sacada, na Av. Borges de Medeiros próximo a Rua C...",2200,600,2800,170,85,Não Informado, Centro Histórico ,Porto Alegre,Centro,2,3,0
"Apartamento 03 dormitorios - Cavalhada - Porto Alegre/RS Apartamento com excelente localização, próximo a Av da Cavalhada. São 82m² de área privativa onde estão distribuídos: 03 do...",1800,510,2310,0,82,Não Informado, Cavalhada ,Porto Alegre,Zona Sul,3,2,2
"Apartamento 2 dormitorios, metragem 40m², sala com mesa e cadeiras, cozinha com balcao de pia, aerero e fogao, area de servico com armario, banheiro, um dos dormitorios com ar cond...",680,233,913,40,40,Rua Germano Basler, Protásio Alves ,Porto Alegre,Zona Leste,2,1,1
"Apartamento Garden a venda no condomínio Urbano Menino Deus, imóvel de 3 quartos um deles com suíte, living para 2 ambientes, cozinha com churrasqueira, ótimo garden amplo espaço,...",2000,600,2600,0,93,Não Informado, Santa Tereza ,Porto Alegre,Zona Sul,3,2,1
"POA Imob aluga apartamento de 02 dormitórios, sendo 01 suíte no bairro Petrópolis. Excelente apartamento com living 02 ambientes, possui sacada com churrasqueira, cozinha americana...",4200,1000,5200,294,77,Rua Mário Antunes da Cunha, Petrópolis ,Porto Alegre,Centro,2,2,2
"Crédito Real aluga apartamento no Bairro Bom Fim na Rua Ramiro Barcelos 2129, amplo imóvel, ensolarado, andar alto, com hall, sala, lavabo, cozinha, banheiro social, área de serviç...",2250,311,2561,130,120,Rua Ramiro Barcelos, Santana ,Porto Alegre,Centro,3,2,0
"***Ótimo apartamento*** Bem localizado, o apartamento possui: 3 dormitórios sendo 1 suíte, living com sacada, banheiro social, cozinha planejada e área de serviço. 2 vagas de garag...",2300,230,2530,0,95,Rua Barão do Amazonas, Petrópolis ,Porto Alegre,Centro,3,1,1
"No bairro Rio Branco que oferece ampla variedade de opções de transporte, comércio e lazer. Próximo do Parcão (parque Moinhos de Vento), do Zaffari Cabral, IPA, Colégio Leonardo da...",2000,350,2350,0,61,Não Informado, Bom Fim ,Porto Alegre,Centro,2,2,0
"Apartamento para Aluguel - Floresta, 2 Quartos, 80 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 1500 - Condomínio: R$ 317 - IPTU: R$ 50  Que tal agendar uma visita? Entre em contat...",1500,317,1817,50,80,Rua A, Floresta ,Porto Alegre,Centro,2,1,0
"Apartamento 2 dormitórios no bairro Floresta.  O living possui 2 ambientes, banheiro social e auxiliar, cozinha, área de serviço e dependência, arejado e silencioso, condomínio com...",1250,480,1730,105,70,Avenida Cristóvão Colombo, Floresta ,Porto Alegre,Centro,2,2,0
